"year","name","team","sport","event"
2012,"Marius Iulian Cocioran","Romania","Athletics","Athletics Men's 50 kilometres Walk"
2012,"Karen Cockburn (-Turgeon)","Canada","Trampolining","Trampolining Women's Individual"
2012,"Roxana Daniela Coco","Romania","Weightlifting","Weightlifting Women's Light-Heavyweight"
2012,"Giovanni Orlando Codrington","Netherlands","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Willem Coertzen","South Africa","Athletics","Athletics Men's Decathlon"
2012,"Pietie Coetzee","South Africa","Hockey","Hockey Women's Hockey"
2012,"Corey Cogdell-Unrein","United States","Shooting","Shooting Women's Trap"
2012,"Roxana Gabriela Cogianu","Romania","Rowing","Rowing Women's Coxed Eights"
2012,"Gil Cohen","Israel","Sailing","Sailing Women's Two Person Dinghy"
2012,"Nathan Cohen","New Zealand","Rowing","Rowing Men's Double Sculls"
2012,"Louis Steven Fabrice Coiffic","Mauritius","Athletics","Athletics Men's 100 metres"
2012,"Adelina Maria Cojocariu-Bogus","Romania","Rowing","Rowing Women's Coxed Eights"
2012,"Olesea Cojuhari","Moldova","Athletics","Athletics Women's 400 metres"
2012,"Brendan Cole","Australia","Athletics","Athletics Men's 400 metres Hurdles"
2012,"Brendan Cole","Australia","Athletics","Athletics Men's 4 x 400 metres Relay"
2012,"Charles ""Charlie"" Cole","United States","Rowing","Rowing Men's Coxless Fours"
2012,"Ellis E. Coleman","United States","Wrestling","Wrestling Men's Lightweight, Greco-Roman"
2012,"Michelle Elizabeth Coleman","Sweden","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay"
2012,"Michelle Elizabeth Coleman","Sweden","Swimming","Swimming Women's 4 x 100 metres Medley Relay"
2012,"William ""Will"" Coleman, III","United States","Equestrianism","Equestrianism Mixed Three-Day Event, Individual"
2012,"William ""Will"" Coleman, III","United States","Equestrianism","Equestrianism Mixed Three-Day Event, Team"
2012,"Ndia Gomes Colhado","Brazil","Basketball","Basketball Women's Basketball"
2012,"Louis Richarno Colin","Mauritius","Boxing","Boxing Men's Light-Welterweight"
2012,"Enrique Collazo Pelaiz","Puerto Rico","Boxing","Boxing Men's Middleweight"
2012,"Rodolfo Anibal Collazo Tourn","Uruguay","Rowing","Rowing Men's Lightweight Double Sculls"
2012,"Williams Collazo Gutirrez","Cuba","Athletics","Athletics Men's 4 x 400 metres Relay"
2012,"Saruba Colley","Gambia","Athletics","Athletics Women's 100 metres"
2012,"Stefanie Lyn ""Stef"" Collins","Great Britain","Basketball","Basketball Women's Basketball"
2012,"Simone Collio","Italy","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Carlos Coloma Nicols","Spain","Cycling","Cycling Men's Mountainbike, Cross-Country"
2012,"Carolina Colorado Henao","Colombia","Swimming","Swimming Women's 100 metres Backstroke"
2012,"Carolina Colorado Henao","Colombia","Swimming","Swimming Women's 200 metres Backstroke"
2012,"Reinaldo Colucci","Brazil","Triathlon","Triathlon Men's Olympic Distance"
2012,"Dimitri Colupaev","Germany","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay"
2012,"Christopher ""Chris"" Colwill","United States","Diving","Diving Men's Springboard"
2012,"Brbara Roco Comba","Argentina","Athletics","Athletics Women's Discus Throw"
2012,"Benjamin Compaor","France","Athletics","Athletics Men's Triple Jump"
2012,"Robson Donato Conceio","Brazil","Boxing","Boxing Men's Lightweight"
2012,"Michael John Conlan","Ireland","Boxing","Boxing Men's Flyweight"
2012,"Kimberley Frances ""Kim"" Conley","United States","Athletics","Athletics Women's 5,000 metres"
2012,"Jared Connaughton","Canada","Athletics","Athletics Men's 200 metres"
2012,"Jared Connaughton","Canada","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"James ""Jimmy"" Connor","Australia","Diving","Diving Men's Platform"
2012,"Rosaria Console","Italy","Athletics","Athletics Women's Marathon"
2012,"Facundo Conte","Argentina","Volleyball","Volleyball Men's Volleyball"
2012,"Giulia Conti","Italy","Sailing","Sailing Women's Two Person Dinghy"
2012,"Edickson Contreras Bracho","Venezuela","Diving","Diving Men's Springboard"
2012,"Yeny Contreras Loyola","Chile","Taekwondo","Taekwondo Women's Featherweight"
2012,"Yudelquis Maridalia Contreras","Dominican Republic","Weightlifting","Weightlifting Women's Featherweight"
2012,"Sally Conway","Great Britain","Judo","Judo Women's Middleweight"
2012,"Gordon Cook","Canada","Sailing","Sailing Men's Skiff"
2012,"Natalie Louise Cook","Australia-2","Beach Volleyball","Beach Volleyball Women's Beach Volleyball"
2012,"Sarah Ann Patricia Cook","Australia","Rowing","Rowing Women's Coxed Eights"
2012,"Althea Kristina ""Tina"" Cook (Gifford-)","Great Britain","Equestrianism","Equestrianism Mixed Three-Day Event, Individual"
2012,"Althea Kristina ""Tina"" Cook (Gifford-)","Great Britain","Equestrianism","Equestrianism Mixed Three-Day Event, Team"
2012,"Nicole Denise Cooke","Great Britain","Cycling","Cycling Women's Road Race, Individual"
2012,"Reid Coolsaet","Canada","Athletics","Athletics Men's Marathon"
2012,"Melody Cooper","New Zealand","Hockey","Hockey Women's Hockey"
2012,"Anuradha Indrajith Cooray","Sri Lanka","Athletics","Athletics Men's Marathon"
2012,"Iztok op","Slovenia","Rowing","Rowing Men's Double Sculls"
2012,"Katherine Sarah ""Kat"" Copeland","Great Britain","Rowing","Rowing Women's Lightweight Double Sculls"
2012,"Leslie Arthur Copeland","Fiji","Athletics","Athletics Men's Javelin Throw"
2012,"Alexis Copello Snchez","Cuba","Athletics","Athletics Men's Triple Jump"
2012,"Erica Coppey","Belgium","Hockey","Hockey Women's Hockey"
2012,"Bryan Coquard","France","Cycling","Cycling Men's Omnium"
2012,"Carlos Cordero Gmez","Mexico","Athletics","Athletics Men's Marathon"
2012,"Audrey Cordon (-Ragot)","France","Cycling","Cycling Women's Road Race, Individual"
2012,"Audrey Cordon (-Ragot)","France","Cycling","Cycling Women's Individual Time Trial"
2012,"Kevin Haroldo Cordn Buezo","Guatemala","Badminton","Badminton Men's Singles"
2012,"Jack Frank Porteous Cork","Great Britain","Football","Football Men's Football"
2012,"Monique Adelinde Cornelissen","Netherlands","Equestrianism","Equestrianism Mixed Dressage, Individual"
2012,"Monique Adelinde Cornelissen","Netherlands","Equestrianism","Equestrianism Mixed Dressage, Team"
2012,"Jacob ""Jake"" Cornelius","United States","Rowing","Rowing Men's Coxed Eights"
2012,"Aliz Cornet","France","Tennis","Tennis Women's Singles"
2012,"Aliz Cornet","France","Tennis","Tennis Women's Doubles"
2012,"Dominique Cornu","Belgium","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Jos de Jess Corona Rodrguez","Mexico","Football","Football Men's Football"
2012,"Daniel Corral Barrn","Mexico","Gymnastics","Gymnastics Men's Parallel Bars"
2012,"Daniel Corral Barrn","Mexico","Gymnastics","Gymnastics Men's Pommelled Horse"
2012,"Luciano Ribeiro Corra","Brazil","Judo","Judo Men's Half-Heavyweight"
2012,"Miguel Antonio Correa","Argentina","Canoeing","Canoeing Men's Kayak Doubles, 200 metres"
2012,"Javier Corts Granados","Mexico","Football","Football Men's Football"
2012,"Onix Corts Aldama","Cuba","Judo","Judo Women's Middleweight"
2012,"Francisco ""Quico"" Corts Juncosa","Spain","Hockey","Hockey Men's Hockey"
2012,"Edgar Alejandro Cortez Espinoza","Nicaragua","Athletics","Athletics Men's 800 metres"
2012,"Javier Cortina Lacerra","Cuba","Wrestling","Wrestling Men's Heavyweight, Freestyle"
2012,"Jessica Charmoore Cosby (-Toruga)","United States","Athletics","Athletics Women's Hammer Throw"
2012,"Rose Cossar","Canada","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group"
2012,"Joo Carlos Calvete Pereira da Costa","Portugal","Shooting","Shooting Men's Air Pistol, 10 metres"
2012,"Joo Carlos Calvete Pereira da Costa","Portugal","Shooting","Shooting Men's Free Pistol, 50 metres"
2012,"Keila da Silva da Costa","Brazil","Athletics","Athletics Women's Triple Jump"
2012,"Kissya Cataldo da Costa","Brazil","Rowing","Rowing Women's Single Sculls"
2012,"Melania Felicitas Costa Schmid","Spain","Swimming","Swimming Women's 200 metres Freestyle"
2012,"Melania Felicitas Costa Schmid","Spain","Swimming","Swimming Women's 400 metres Freestyle"
2012,"Melania Felicitas Costa Schmid","Spain","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay"
2012,"Melania Felicitas Costa Schmid","Spain","Swimming","Swimming Women's 4 x 100 metres Medley Relay"
2012,"Rui Alberto Faria da Costa","Portugal","Cycling","Cycling Men's Road Race, Individual"
2012,"Carolina del Pilar Costagrande","Italy","Volleyball","Volleyball Women's Volleyball"
2012,"Kalle Kristian Coster","Netherlands","Sailing","Sailing Men's Two Person Dinghy"
2012,"Sven Erik Coster","Netherlands","Sailing","Sailing Men's Two Person Dinghy"
2012,"Bernadette Coston","South Africa","Hockey","Hockey Women's Hockey"
2012,"John ""Johnno"" Cotterill","Australia","Water Polo","Water Polo Men's Water Polo"
2012,"Aleksandra Cotti","Italy","Water Polo","Water Polo Women's Water Polo"
2012,"Hctor Cotto Gonzlez","Puerto Rico","Athletics","Athletics Men's 110 metres Hurdles"
2012,"Amy Cotton","Canada","Judo","Judo Women's Half-Heavyweight"
2012,"Vlad Bogdan Cotuna","Romania","Gymnastics","Gymnastics Men's Team All-Around"
2012,"Vlad Bogdan Cotuna","Romania","Gymnastics","Gymnastics Men's Floor Exercise"
2012,"Vlad Bogdan Cotuna","Romania","Gymnastics","Gymnastics Men's Parallel Bars"
2012,"Vlad Bogdan Cotuna","Romania","Gymnastics","Gymnastics Men's Horizontal Bar"
2012,"Vlad Bogdan Cotuna","Romania","Gymnastics","Gymnastics Men's Rings"
2012,"Tonia Couch","Great Britain","Diving","Diving Women's Synchronized Platform"
2012,"Tiana Michelle Coudray","United States","Equestrianism","Equestrianism Mixed Three-Day Event, Individual"
2012,"Tiana Michelle Coudray","United States","Equestrianism","Equestrianism Mixed Three-Day Event, Team"
2012,"Bryn Coudraye","Australia","Rowing","Rowing Men's Coxed Eights"
2012,"Natalie Anne Coughlin (-Hall)","United States","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay"
2012,"Franois Coulombe-Fortier","Canada","Taekwondo","Taekwondo Men's Heavyweight"
2012,"Charles Peter Cousins","Great Britain","Rowing","Rowing Men's Quadruple Sculls"
2012,"Geisa Aparecida Muniz Coutinho","Brazil","Athletics","Athletics Women's 400 metres"
2012,"Geisa Aparecida Muniz Coutinho","Brazil","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Kurt Leonel da Rocha Couto","Mozambique","Athletics","Athletics Men's 400 metres Hurdles"
2012,"Alicia Jayne Coutts","Australia","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay"
2012,"Alicia Jayne Coutts","Australia","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay"
2012,"Alicia Jayne Coutts","Australia","Swimming","Swimming Women's 100 metres Butterfly"
2012,"Alicia Jayne Coutts","Australia","Swimming","Swimming Women's 200 metres Individual Medley"
2012,"Alicia Jayne Coutts","Australia","Swimming","Swimming Women's 4 x 100 metres Medley Relay"
2012,"Toms Cristbal Couve Correa","Chile","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Toms Cristbal Couve Correa","Chile","Equestrianism","Equestrianism Mixed Jumping, Team"
2012,"Dean Warren Couzins","New Zealand","Hockey","Hockey Men's Hockey"
2012,"Kirsty Leigh Coventry (-Seward)","Zimbabwe","Swimming","Swimming Women's 100 metres Backstroke"
2012,"Kirsty Leigh Coventry (-Seward)","Zimbabwe","Swimming","Swimming Women's 200 metres Backstroke"
2012,"Kirsty Leigh Coventry (-Seward)","Zimbabwe","Swimming","Swimming Women's 200 metres Individual Medley"
2012,"Sarah Cowley","New Zealand","Athletics","Athletics Women's Heptathlon"
2012,"Lionel Cox","Belgium","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres"
2012,"Shana Amanda Cox","Great Britain","Athletics","Athletics Women's 400 metres"
2012,"Shana Amanda Cox","Great Britain","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Sophie Cox","Great Britain","Judo","Judo Women's Half-Lightweight"
2012,"Natalya Coyle","Ireland","Modern Pentathlon","Modern Pentathlon Women's Individual"
2012,"Marius Vasile Cozmiuc","Romania","Rowing","Rowing Men's Coxless Fours"
2012,"Alistair Ian Cragg","Ireland","Athletics","Athletics Men's 5,000 metres"
2012,"Hannah Craig","Ireland","Canoeing","Canoeing Women's Kayak Singles, Slalom"
2012,"Kameryn Louise ""Kami"" Craig","United States","Water Polo","Water Polo Women's Water Polo"
2012,"Brooke Leeann Crain","United States","Cycling","Cycling Women's BMX"
2012,"Lauren Crandall","United States","Hockey","Hockey Women's Hockey"
2012,"Robert ""Rob"" Crane","United States","Sailing","Sailing Men's One Person Dinghy"
2012,"Talitiga Crawley","Samoa","Taekwondo","Taekwondo Women's Heavyweight"
2012,"Dan Craven","Namibia","Cycling","Cycling Men's Road Race, Individual"
2012,"Sal Craviotto Rivero","Spain","Canoeing","Canoeing Men's Kayak Singles, 200 metres"
2012,"Peter Crawford","Australia","Basketball","Basketball Men's Basketball"
2012,"David William Crawshay","Australia","Rowing","Rowing Men's Double Sculls"
2012,"Esther Cremer","Germany","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Pablo Crer","Argentina","Volleyball","Volleyball Men's Volleyball"
2012,"Margalida Cresp Jaume","Spain","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Edgar Roberto Crespo Echeverra","Panama","Swimming","Swimming Men's 100 metres Breaststroke"
2012,"Adrian Crian","Romania","Table Tennis","Table Tennis Men's Singles"
2012,"Wilmer Crisanto Casildo","Honduras","Football","Football Men's Football"
2012,"Sebastian Eduardo Crismanich","Argentina","Taekwondo","Taekwondo Men's Welterweight"
2012,"Jessica Crisp","Australia","Sailing","Sailing Women's Windsurfer"
2012,"Cristiane Rozeira de Souza Silva","Brazil","Football","Football Women's Football"
2012,"Jos Everardo Cristbal Quirino","Mexico","Canoeing","Canoeing Men's Canadian Singles, 200 metres"
2012,"Jos Everardo Cristbal Quirino","Mexico","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres"
2012,"Paola Croce","Italy","Volleyball","Volleyball Women's Volleyball"
2012,"Louis Croenen","Belgium","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay"
2012,"Sabrina Crognale","Italy","Modern Pentathlon","Modern Pentathlon Women's Individual"
2012,"Florin Ionu Croitoru","Romania","Weightlifting","Weightlifting Men's Bantamweight"
2012,"Andrew Peter Cronje","South Africa","Hockey","Hockey Men's Hockey"
2012,"Toni Maree Cronk","Australia","Hockey","Hockey Women's Hockey"
2012,"Will Crothers","Canada","Rowing","Rowing Men's Coxed Eights"
2012,"Charl Crous","South Africa","Swimming","Swimming Men's 100 metres Backstroke"
2012,"Charl Crous","South Africa","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Francisca Crovetto Chadid","Chile","Shooting","Shooting Women's Skeet"
2012,"Kimberley ""Kim"" Crow-Brennan","Australia","Rowing","Rowing Women's Single Sculls"
2012,"Kimberley ""Kim"" Crow-Brennan","Australia","Rowing","Rowing Women's Double Sculls"
2012,"Clarisse Maria Pinho Cruz","Portugal","Athletics","Athletics Women's 3,000 metres Steeplechase"
2012,"Eglis Yaima Cruz Farfn","Cuba","Shooting","Shooting Women's Air Rifle, 10 metres"
2012,"Eglis Yaima Cruz Farfn","Cuba","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Yanet Cruz Cruz","Cuba","Athletics","Athletics Women's Javelin Throw"
2012,"Dra Csabai","Hungary","Water Polo","Water Polo Women's Water Polo"
2012,"Gbor Csszr","Hungary","Handball","Handball Men's Handball"
2012,"Lszl Cseh, Jr.","Hungary","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay"
2012,"Lszl Cseh, Jr.","Hungary","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Lszl Cseh, Jr.","Hungary","Swimming","Swimming Men's 200 metres Individual Medley"
2012,"Lszl Cseh, Jr.","Hungary","Swimming","Swimming Men's 400 metres Individual Medley"
2012,"Lszl Cseh, Jr.","Hungary","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"va Csernoviczki","Hungary","Judo","Judo Women's Extra-Lightweight"
2012,"Douglas Csima","Canada","Rowing","Rowing Men's Coxed Eights"
2012,"Lszl Csoknyai","Hungary","Judo","Judo Men's Half-Middleweight"
2012,"Zsfia Katalin Csonka","Hungary","Shooting","Shooting Women's Air Pistol, 10 metres"
2012,"Zsfia Katalin Csonka","Hungary","Shooting","Shooting Women's Sporting Pistol, 25 metres"
2012,"Vernica Mara Cuadrado Dehesa","Spain","Handball","Handball Women's Handball"
2012,"Francisco Cubelos Snchez","Spain","Canoeing","Canoeing Men's Kayak Singles, 1,000 metres"
2012,"Yann Cucherat","France","Gymnastics","Gymnastics Men's Team All-Around"
2012,"Yann Cucherat","France","Gymnastics","Gymnastics Men's Parallel Bars"
2012,"Yann Cucherat","France","Gymnastics","Gymnastics Men's Horizontal Bar"
2012,"Joanne Cuddihy","Ireland","Athletics","Athletics Women's 400 metres"
2012,"Joanne Cuddihy","Ireland","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Virginie Cueff","France","Cycling","Cycling Women's Sprint"
2012,"Virginie Cueff","France","Cycling","Cycling Women's Team Sprint"
2012,"Michelle Cueni","Switzerland","Athletics","Athletics Women's 4 x 100 metres Relay"
2012,"Elias Miguel Cuesta Cobo","Spain","Archery","Archery Men's Individual"
2012,"Gustavo Cuesta Rosario","Dominican Republic","Athletics","Athletics Men's 4 x 400 metres Relay"
2012,"Winder Bolivar Cuevas Prez","Dominican Republic","Athletics","Athletics Men's 400 metres Hurdles"
2012,"Cui Qiuxia","China","Hockey","Hockey Women's Hockey"
2012,"Chay Crista Kerio Cullen","Great Britain","Hockey","Hockey Women's Hockey"
2012,"Julie Culley","United States","Athletics","Athletics Women's 5,000 metres"
